City Name,State,Latitude,Longitude,Elevation (m),Annual Rainfall (mm),Earthquake Frequency,Erosion Index,Mining Activity,Landslide Probability,Flood Probability,Temperature (°C)
Dhanbad,Jharkhand,33.293895,75.333118,1467,1011.58,5,0.3,No,0.644,0.318,27.7
Mumbai,Maharashtra,18.329552,83.961706,1495,4994.1,4,2.6,Yes,0.388,0.782,10.7
Delhi,Delhi,13.99277,81.661522,916,601.26,1,4.4,No,0.288,0.02,40.2
Bangalore,Karnataka,33.018078,87.661586,143,4636.5,4,3.4,No,0.926,0.525,18.9
Hyderabad,Telangana,33.007673,71.237778,1857,2834.97,4,9.9,Yes,0.089,0.757,19.2
Ahmedabad,Gujarat,20.06516,96.415041,1684,3677.7,5,1.5,Yes,0.646,0.124,37.9
Chennai,Tamil Nadu,35.735183,84.600326,1837,2933.52,1,7.4,Yes,0.768,0.622,28.9
Kolkata,West Bengal,34.175915,88.548228,704,1625.55,3,2.8,No,0.316,0.337,38.9
Pune,Maharashtra,22.740597,73.483594,961,2069.1,4,5.8,Yes,0.527,0.64,18.4
Jaipur,Rajasthan,17.348688,84.629194,217,3240.5,1,9.5,Yes,0.191,0.157,12.9
Surat,Gujarat,13.446439,74.80787,1339,4527.31,5,6.1,No,0.216,0.849,21.2
Lucknow,Uttar Pradesh,19.406912,92.142398,2645,1479.2,2,0.6,Yes,0.666,0.97,17.2
Kanpur,Uttar Pradesh,36.568986,69.751228,393,4605.94,3,8.5,No,0.081,0.708,40.6
Nagpur,Maharashtra,16.760795,86.501192,2042,4097.99,4,6.9,Yes,0.17,0.27,13
Visakhapatnam,Andhra Pradesh,8.116839,96.194117,2213,4397.91,2,0.9,No,0.908,0.024,29.6
Bhopal,Madhya Pradesh,13.456833,77.485303,938,1304.32,3,2.9,Yes,0.121,0.676,43.7
Patna,Bihar,19.68157,82.58763,445,3751.35,1,1.2,Yes,0.598,0.676,15.4
Vadodara,Gujarat,19.587123,69.971578,1494,3152.21,5,2,No,0.328,0.65,30.4
Ghaziabad,Uttar Pradesh,22.088478,68.964337,2114,2586.77,2,2.1,Yes,0.557,0.305,23
Ludhiana,Punjab,23.415686,84.73794,1108,4596.26,1,3,Yes,0.755,0.144,38.6
Agra,Uttar Pradesh,17.39195,93.725461,2395,3429.11,3,0,No,0.436,0.113,38
Nashik,Maharashtra,21.734134,76.635982,149,2972.02,2,4.1,Yes,0.469,0.375,24.4
Faridabad,Haryana,9.313058,71.079046,2750,4273.39,4,7.9,No,0.124,0.109,22.3
Meerut,Uttar Pradesh,13.29971,94.377304,1300,3629.23,3,5.6,Yes,0.211,0.471,42.7
Rajkot,Gujarat,35.127595,79.561261,2693,1009.47,1,7.9,No,0.393,0.315,22.8
Kalyan,Maharashtra,18.438255,71.851404,1858,788.93,4,2.1,No,0.156,0.01,41.4
Vasai-Virar,Maharashtra,20.885583,75.165491,1800,699.85,1,2.4,No,0.188,0.563,34.4
Varanasi,Uttar Pradesh,23.239591,80.600259,137,2700.54,4,6.2,No,0.649,0.368,39.2
Srinagar,Jammu & Kashmir,11.078526,69.190676,1001,4743.32,3,3.8,Yes,0.616,0.815,22.6
Aurangabad,Maharashtra,34.102611,81.415654,332,4444.57,5,2.7,No,0.717,0.748,34.8
Dhanbad,Jharkhand,20.688126,71.495614,1877,4663.86,5,3.3,Yes,0.221,0.071,42
Mumbai,Maharashtra,22.179105,96.166456,447,4499.75,4,3.1,No,0.869,0.599,30.4
Delhi,Delhi,19.212215,69.850238,2659,1884.75,2,8.3,No,0.347,0.242,32.9
Bangalore,Karnataka,31.781258,69.980712,764,2905.56,4,9.9,No,0.155,0.751,35
Hyderabad,Telangana,18.399086,95.588202,1074,3991.98,2,1.9,Yes,0.316,0.829,40.3
Ahmedabad,Gujarat,8.355665,83.03339,2337,1083.91,3,1.4,No,0.398,0.681,11
Chennai,Tamil Nadu,36.794379,85.824773,1495,953.54,5,8.2,Yes,0.321,0.905,10.6
Kolkata,West Bengal,33.050786,91.981426,1654,2841.3,2,9.7,No,0.959,0.879,17
Pune,Maharashtra,8.020162,96.359475,520,4979.07,5,7.3,Yes,0.612,0.63,21.4
Jaipur,Rajasthan,13.337111,74.95534,169,1513.95,2,5.5,No,0.516,0.893,23.8
Surat,Gujarat,29.584439,92.830602,2868,2870.95,4,0,Yes,0.211,0.682,26.6
Lucknow,Uttar Pradesh,30.293393,93.281675,1628,4952.32,3,8.5,Yes,0.45,0.389,41
Kanpur,Uttar Pradesh,22.461039,69.29461,2829,3438.61,4,2.9,No,0.272,0.835,35.5
Nagpur,Maharashtra,34.261353,79.293462,811,1597.43,4,6.4,Yes,0.089,0.994,19.8
Visakhapatnam,Andhra Pradesh,36.324253,68.329586,582,2010.13,4,7.5,No,0.329,0.966,39.2
Bhopal,Madhya Pradesh,18.123189,86.816524,1738,3957.97,4,4.2,No,0.724,0.102,17.9
Patna,Bihar,19.897547,82.322973,585,2234.7,1,5.6,Yes,0.668,0.542,18.5
Vadodara,Gujarat,16.611761,84.767774,124,4740.6,4,8.8,Yes,0.177,0.992,35.8
Ghaziabad,Uttar Pradesh,14.872711,81.984033,1329,987.4,4,8.5,Yes,0.643,0.202,19.6
Ludhiana,Punjab,27.177553,76.720384,218,1427.47,2,5.6,No,0.773,0.428,39.6
Agra,Uttar Pradesh,22.811746,75.587055,2028,3091.79,5,9.8,No,0.598,0.706,22.2
Nashik,Maharashtra,17.846944,69.563752,2677,3313.07,3,7.7,No,0.615,0.329,18.8
Faridabad,Haryana,12.978137,81.197915,173,2476.29,1,9.2,No,0.861,0.148,38.8
Meerut,Uttar Pradesh,22.64183,69.734937,1130,3253.05,3,1.7,No,0.784,0.018,11.8
Rajkot,Gujarat,23.493205,79.104596,569,4022.92,4,10,Yes,0.91,0.322,41.2
Kalyan,Maharashtra,23.181891,92.159656,2109,3793.99,4,6.7,No,0.769,0.605,15.8
Vasai-Virar,Maharashtra,8.620638,71.47985,1175,3721.3,4,2.5,No,0.322,0.764,14.8
Varanasi,Uttar Pradesh,28.023892,87.824322,1714,980.9,5,5.9,No,0.296,0.742,38.8
Srinagar,Jammu & Kashmir,16.585762,74.566565,1740,1681.88,1,5.2,Yes,0.747,0.846,41
Aurangabad,Maharashtra,27.337865,81.812366,2410,2825.32,1,7.9,No,0.516,0.717,26.1
Dhanbad,Jharkhand,10.485894,74.116469,144,4500.92,2,5.5,Yes,0.069,0.501,11.2
Mumbai,Maharashtra,33.337396,87.498723,597,4965.36,3,2.7,Yes,0.467,0.932,35
Delhi,Delhi,25.312574,71.775252,451,4217.16,4,8.2,Yes,0.843,0.456,13.7
Bangalore,Karnataka,24.847855,92.711306,182,4811.6,5,8.9,Yes,0.766,0.415,18.9
Hyderabad,Telangana,19.484412,74.300349,2381,2929.34,1,4,No,0.509,0.522,24.9
Ahmedabad,Gujarat,8.599359,77.151512,2701,3103.6,2,6.6,No,0.262,0.404,23.3
Chennai,Tamil Nadu,10.707946,68.927308,1996,2544.54,4,6.6,No,0.673,0.174,42.3
Kolkata,West Bengal,27.025154,90.937007,255,3407.43,1,2.4,No,0.836,0.605,42.7
Pune,Maharashtra,17.964177,72.823838,2747,3036.14,5,1.5,Yes,0.349,0.466,26.4
Jaipur,Rajasthan,24.651317,69.184237,2844,1025.52,5,4.7,Yes,0.122,0.013,22.4
Surat,Gujarat,25.570237,76.529843,2794,1137.77,2,5.7,Yes,0.417,0.437,41
Lucknow,Uttar Pradesh,31.505282,89.121692,1148,1001.21,4,5.8,Yes,0.857,0.244,18.8
Kanpur,Uttar Pradesh,31.035542,74.62916,2542,1662.19,2,2.4,No,0.885,0.811,40.5
Nagpur,Maharashtra,14.232483,74.545574,2647,3064.67,4,5.5,Yes,0.427,0.229,29.2
Visakhapatnam,Andhra Pradesh,14.166296,79.265874,2660,798.89,5,0.3,No,0.654,0.128,14.1
Bhopal,Madhya Pradesh,26.235029,85.857857,2253,4926.6,3,3.2,No,0.59,0.744,38.5
Patna,Bihar,32.916798,80.769396,415,657.69,3,2.3,Yes,0.183,0.879,25.1
Vadodara,Gujarat,30.304214,73.485394,953,1804.6,3,3.1,Yes,0.155,0.132,10.2
Ghaziabad,Uttar Pradesh,26.529986,73.930584,837,2998.99,4,3.2,Yes,0.123,0.265,26.2
Ludhiana,Punjab,29.840672,69.868569,1351,3442.22,5,7.8,No,0.587,0.489,43.3
Agra,Uttar Pradesh,17.035803,69.240518,205,4508.36,2,7.8,Yes,0.797,0.75,25.2
Nashik,Maharashtra,9.193911,84.559192,2038,1015.23,1,6.9,Yes,0.316,0.708,18.2
Faridabad,Haryana,29.078799,70.283159,1988,4640.23,3,2.2,No,0.558,0.781,20.7
Meerut,Uttar Pradesh,32.397759,91.442772,2920,939.05,3,4,No,0.965,0.053,26.8
Rajkot,Gujarat,36.666996,85.889219,2775,4463.37,2,3.1,No,0.091,0.153,17.3
Kalyan,Maharashtra,20.851304,84.171845,664,3526.03,1,5,Yes,0.97,0.217,25.7
Vasai-Virar,Maharashtra,12.858018,78.133863,1208,1062.03,5,9.4,Yes,0.364,0.396,12.1
Varanasi,Uttar Pradesh,29.209732,86.920322,1507,538.86,1,6.1,Yes,0.932,0.761,38.9
Srinagar,Jammu & Kashmir,9.71771,93.010125,2028,4124.63,5,6.5,No,0.191,0.073,42.8
Aurangabad,Maharashtra,17.681181,94.566798,2256,3565.79,2,0.7,No,0.356,0.375,42.9
Dhanbad,Jharkhand,30.120395,93.678765,2411,660.97,5,1.4,Yes,0.567,0.91,17.2
Mumbai,Maharashtra,14.377516,93.251258,2267,3389.99,5,5.7,No,0.483,0.962,11.4
Delhi,Delhi,30.061909,94.872622,398,1502.05,2,1,Yes,0.422,0.038,44.2
Bangalore,Karnataka,14.781179,71.273319,809,4873.99,2,9.8,No,0.03,0.11,44.9
Hyderabad,Telangana,17.60217,96.22795,764,3192.2,1,7.8,Yes,0.151,0.326,35.1
Ahmedabad,Gujarat,19.806794,81.052764,327,1596.58,5,5.8,No,0.282,0.373,38.1
Chennai,Tamil Nadu,22.15095,93.066758,1219,2157.08,5,3.1,Yes,0.989,0.33,17.2
Kolkata,West Bengal,36.525665,88.539132,2818,4328.28,3,3.4,No,0.328,0.506,22.8
Pune,Maharashtra,22.24285,74.539108,1974,3399.16,3,5.6,No,0.439,0.485,33.6
Jaipur,Rajasthan,32.64358,75.547841,1191,732.25,3,6.5,No,0.235,0.135,36.8
Surat,Gujarat,30.164379,77.03816,2540,3348.34,1,6.1,No,0.092,0.576,23.6
Lucknow,Uttar Pradesh,15.347212,76.107555,2757,537.36,2,8.7,Yes,0.388,0.456,43.3
Kanpur,Uttar Pradesh,20.812054,88.063259,1548,1875.1,2,6.5,No,0.583,0.102,29
Nagpur,Maharashtra,29.682762,69.841352,1263,1075.49,3,8.5,No,0.409,0.495,12.3
Visakhapatnam,Andhra Pradesh,16.362217,73.444316,1112,2840.96,2,1,No,0.587,0.289,16.4
Bhopal,Madhya Pradesh,32.861812,89.771071,2261,965.24,4,8.5,No,0.329,0.772,29.3
Patna,Bihar,28.429849,90.526482,2634,1168.93,5,3.7,Yes,0.252,0.81,35
Vadodara,Gujarat,26.856287,87.651806,838,2584.01,5,1.1,No,0.951,0.544,26.2
Ghaziabad,Uttar Pradesh,23.385136,80.858899,2911,2851.4,5,8.2,Yes,0.146,0.654,38
Ludhiana,Punjab,34.743059,75.315819,2328,4008.85,4,8,No,0.898,0.536,19.6
Agra,Uttar Pradesh,20.945956,77.522153,2602,4151.07,1,7.9,Yes,0.544,0.999,44.4
Nashik,Maharashtra,34.99075,70.035582,2266,4075.4,2,1.1,Yes,0.759,0.397,11.6
Faridabad,Haryana,32.824641,92.056681,1308,3559.19,2,2,Yes,0.223,0.797,22.3
Meerut,Uttar Pradesh,11.819167,70.731035,1071,1236.11,4,2.6,No,0.732,0.321,14
Rajkot,Gujarat,20.484609,77.002803,2505,2660.39,4,4.4,No,0.883,0.108,11.7
Kalyan,Maharashtra,25.053526,90.078274,2276,919.98,5,4.8,Yes,0.985,0.367,31.3
Vasai-Virar,Maharashtra,17.771656,72.43722,2779,2870.05,1,4.7,No,0.899,0.394,32.5
Varanasi,Uttar Pradesh,29.099708,88.109911,953,2621.43,2,8.4,Yes,0.559,0.823,23.7
Srinagar,Jammu & Kashmir,28.730488,71.756688,355,3697.35,1,1,Yes,0.302,0.321,21.4
Aurangabad,Maharashtra,16.017655,83.268137,671,888.88,1,6.4,No,0.999,0.538,17.3
Dhanbad,Jharkhand,29.57586,91.234418,1827,828.7,4,0.7,Yes,0.879,0.362,20.4
Mumbai,Maharashtra,29.401593,88.731573,404,2458.41,2,9.5,Yes,0.274,0.41,11.2
Delhi,Delhi,31.287785,84.706039,2314,1847.39,1,7.9,No,0.262,0.358,42.1
Bangalore,Karnataka,32.308017,83.976575,2268,3257.57,1,5.5,No,0.078,0.057,14.1
Hyderabad,Telangana,22.88463,85.367045,1223,3669.64,1,3,No,0.902,0.847,18.9
Ahmedabad,Gujarat,30.619806,96.937226,1123,4620.57,2,0.9,No,0.873,0.529,36.6
Chennai,Tamil Nadu,34.909286,68.328343,2586,4796.27,2,2.1,Yes,0.681,0.737,36
Kolkata,West Bengal,8.068011,81.369625,684,2454.36,2,8,No,0.972,0.536,27.2
Pune,Maharashtra,34.52333,79.933674,568,582.05,2,1.6,Yes,0.264,0.588,27.5
Jaipur,Rajasthan,10.654994,94.833966,728,1144.78,5,6.3,No,0.516,0.742,12.3
Surat,Gujarat,36.774786,94.093494,1975,3523.48,4,8.6,No,0.467,0.356,14.7
Lucknow,Uttar Pradesh,12.323711,81.063065,1522,2341.43,5,2,No,0.591,0.885,26.1
Kanpur,Uttar Pradesh,9.411308,84.13593,466,4202.63,5,9.9,No,0.629,0.869,40.5
Nagpur,Maharashtra,23.1812,88.339527,303,2254.27,5,7.2,Yes,0.136,0.743,15.7
Visakhapatnam,Andhra Pradesh,36.192827,76.558859,1861,1444.81,1,2.2,No,0.829,0.451,29.1
Bhopal,Madhya Pradesh,10.457369,89.370479,2762,4852.96,5,3,Yes,0.311,0.882,29.2
Patna,Bihar,26.260429,79.7193,1275,1014.02,1,7.6,Yes,0.9,0.804,44.6
Vadodara,Gujarat,12.507948,80.718016,1608,641.33,2,2.4,No,0.298,0.167,42
Ghaziabad,Uttar Pradesh,29.151237,91.347911,907,1925.48,3,5.7,Yes,0.745,0.333,42.4
Ludhiana,Punjab,36.299702,80.669778,1367,3078.8,2,7.8,No,0.184,0.212,39.1
Agra,Uttar Pradesh,30.986394,81.885959,163,1372.87,4,8,No,0.539,0.916,35.5
Nashik,Maharashtra,32.798854,86.701914,2998,3642.8,4,1.6,Yes,0.768,0.103,40.7
Faridabad,Haryana,30.089287,88.048604,740,4029.42,2,4,No,0.516,0.495,41.3
Meerut,Uttar Pradesh,36.390247,93.590783,606,2223.48,1,1,Yes,0.212,0.543,12.6
Rajkot,Gujarat,8.641546,87.763092,650,2480.75,2,6.7,Yes,0.563,0.912,17.3
Kalyan,Maharashtra,9.61633,96.983724,619,2839.26,4,2.9,No,0.858,0.451,21.8
Vasai-Virar,Maharashtra,12.341695,85.828957,413,4288.37,3,7.9,Yes,0.504,0.795,43
Varanasi,Uttar Pradesh,8.185177,79.816899,1018,1569.47,2,5,No,0.061,0.752,42.3
Srinagar,Jammu & Kashmir,15.952676,94.899939,2559,4769.32,3,1.7,No,0.562,0.636,16.1
Aurangabad,Maharashtra,16.755688,78.547821,2065,961.04,4,9.2,Yes,0.757,0.063,14.8
Dhanbad,Jharkhand,30.568462,95.246687,1758,3164.89,2,9.7,No,0.09,0.629,33.7
Mumbai,Maharashtra,24.994381,78.475209,648,3947.71,2,6.4,Yes,0.238,0.257,15.6
Delhi,Delhi,31.927398,69.360577,79,4420.77,2,0.5,Yes,0.836,0.689,20.9
Bangalore,Karnataka,29.779743,91.569293,526,2293.87,3,7.2,Yes,0.432,0.416,15.2
Hyderabad,Telangana,21.639252,87.210094,321,589.9,2,2.2,Yes,0.816,0.16,27.1
Ahmedabad,Gujarat,17.405994,79.67548,23,3884.13,5,0.2,No,0.913,0.785,43.1
Chennai,Tamil Nadu,31.793996,70.954954,146,1745.29,3,1.4,No,0.177,0.899,42.2
Kolkata,West Bengal,13.703501,76.683662,1082,3598.08,4,5.2,No,0.721,0.897,17.2
Pune,Maharashtra,30.737149,79.092931,526,4146.69,5,4.4,Yes,0.458,0.44,27.5
Jaipur,Rajasthan,34.411116,71.390818,1401,4382.26,1,2.1,No,0.009,0.315,10.7
Surat,Gujarat,20.883462,70.33493,2789,3326.46,4,9.5,Yes,0.709,0.207,11.1
Lucknow,Uttar Pradesh,34.626197,88.7787,906,2607.06,3,8,No,0.875,0.396,22.3
Kanpur,Uttar Pradesh,35.446734,93.381168,493,804.37,4,5,Yes,0.615,0.142,31.7
Nagpur,Maharashtra,33.736724,72.650589,2668,1810.2,4,0.2,No,0.632,0.625,12
Visakhapatnam,Andhra Pradesh,10.976661,72.907095,1185,3133.95,4,9,No,0.886,0.128,18.6
Bhopal,Madhya Pradesh,20.813097,73.849508,1045,1316.88,4,8.7,No,0.507,0.797,11.5
Patna,Bihar,14.382352,69.307377,2991,2089.11,1,8.3,Yes,0.05,0.6,43.5
Vadodara,Gujarat,24.524134,87.911166,1844,667.27,3,7.6,Yes,0.859,0.49,13.9
Ghaziabad,Uttar Pradesh,32.304545,77.257656,1424,4018.6,3,5.6,No,0.282,0.139,27
Ludhiana,Punjab,14.286594,96.918031,1961,2547.33,3,4.2,Yes,0.647,0.723,11.8
Agra,Uttar Pradesh,25.857041,71.325677,820,2956.95,5,5.2,No,0.308,0.517,19.3
Nashik,Maharashtra,9.797089,77.021957,1874,4039.16,1,7.1,No,0.209,0.516,37.3
Faridabad,Haryana,28.101322,72.121189,681,3039.17,4,9.5,No,0.157,0.097,42.2
Meerut,Uttar Pradesh,14.181892,79.949675,1371,2638.15,2,5.7,Yes,0.579,0.635,11.7
Rajkot,Gujarat,17.109487,72.350943,2655,3589.9,3,5.6,No,0.069,0.146,23.4
Kalyan,Maharashtra,14.948519,96.676507,323,1491.64,1,9.5,Yes,0.041,0.413,26.9
Vasai-Virar,Maharashtra,36.225865,87.554376,2238,3895.1,2,4.9,No,0.111,0.883,11.7
Varanasi,Uttar Pradesh,35.932859,75.538205,1055,4053.35,4,3.4,No,0.023,0.519,29
Srinagar,Jammu & Kashmir,23.483374,88.910917,2570,2952.08,4,4.7,No,0.15,0.262,30.1
Aurangabad,Maharashtra,12.753272,83.949769,2337,872.27,1,6.1,Yes,0.409,0.138,33.8
Dhanbad,Jharkhand,22.141406,87.56366,265,3470.23,5,4,Yes,0.66,0.724,36.3
Mumbai,Maharashtra,22.280917,70.650098,84,973.58,5,1.7,Yes,0.219,0.341,25.8
Delhi,Delhi,13.998693,80.500859,2742,1461.26,3,6.4,No,0.92,0.152,35.8
Bangalore,Karnataka,21.027082,76.942509,423,4611.51,2,7,Yes,0.471,0.803,40.5
Hyderabad,Telangana,25.064349,84.63619,435,4913.88,4,2.7,Yes,0.637,0.71,41.2
Ahmedabad,Gujarat,25.506542,92.791352,1795,4720.57,1,1.4,Yes,0.599,0.196,27.3
Chennai,Tamil Nadu,23.5006,89.249689,2112,2387.16,2,5.8,Yes,0.088,0.693,32.8
Kolkata,West Bengal,30.77056,93.36375,535,895.88,2,7.9,No,0.947,0.862,21
Pune,Maharashtra,29.410443,96.539908,2953,766.13,3,0.6,Yes,0.283,0.442,44.5
Jaipur,Rajasthan,19.105012,79.835836,2586,585.07,3,0.7,Yes,0.26,0.763,31.1
Surat,Gujarat,36.394511,95.166647,10,3402.77,1,6.7,Yes,0.294,0.341,44
Lucknow,Uttar Pradesh,30.857235,79.999934,1436,4149.86,4,5.1,No,0.873,0.13,26.9
Kanpur,Uttar Pradesh,36.003705,89.365726,748,2375.97,2,4.5,Yes,0.767,0.743,39
Nagpur,Maharashtra,27.972461,90.695799,1309,4070.78,4,7.3,No,0.313,0.324,42.9
Visakhapatnam,Andhra Pradesh,11.347618,92.048908,2532,4346.76,1,0.4,No,0.435,0.257,10.8
Bhopal,Madhya Pradesh,31.165739,77.198739,2210,2674.63,4,1.7,No,0.315,0.571,37.6
Patna,Bihar,19.781953,82.533961,394,1936.21,5,4.9,No,0.705,0.235,43.5
Vadodara,Gujarat,36.94636,87.147998,2481,3024.76,3,8.2,Yes,0.614,0.046,30.8
Ghaziabad,Uttar Pradesh,35.70041,73.080621,2465,4164.18,2,7,Yes,0.363,0.74,13.2
Ludhiana,Punjab,10.27056,96.388851,2113,3091.36,3,6.6,Yes,0.306,0.479,44.2
Agra,Uttar Pradesh,35.898374,96.600077,1437,2749.66,2,5.2,Yes,0.615,0.694,17.8
Nashik,Maharashtra,17.426913,74.123282,757,4184.01,3,0.9,No,0.884,0.334,16.9
Faridabad,Haryana,8.412705,93.294591,1270,3252.97,2,7,Yes,0.85,0.333,20.8
Meerut,Uttar Pradesh,27.587419,79.330059,664,850.03,4,8.1,No,0.494,0.278,35.9
Rajkot,Gujarat,9.120163,70.80279,2245,549.23,3,7.7,Yes,0.514,0.683,12.2
Kalyan,Maharashtra,8.355485,79.16825,1705,1810.57,2,3.2,No,0.23,0.033,30.2
Vasai-Virar,Maharashtra,19.464314,88.880429,731,4284.29,3,9.7,Yes,0.803,0.191,34.7
Varanasi,Uttar Pradesh,12.390902,84.8999,1460,4405.27,2,3.9,Yes,0.08,0.353,38.3
Srinagar,Jammu & Kashmir,24.798291,94.007821,1471,4284.44,3,3.8,No,0.036,0.895,20.5
Aurangabad,Maharashtra,19.411263,74.782958,1410,2867.78,1,2.1,Yes,0.075,0.583,24
Dhanbad,Jharkhand,26.635761,76.417734,2576,4311.97,5,9.9,Yes,0.092,0.464,19.7
Mumbai,Maharashtra,27.169854,83.303464,1101,3116.51,3,6.9,Yes,0.852,0.09,36.6
Delhi,Delhi,26.800382,86.160125,1079,3655.51,1,8.6,Yes,0.9,0.371,43.6
Bangalore,Karnataka,32.815261,94.960607,1944,3045.93,1,4.6,Yes,0.363,0.318,41.9
Hyderabad,Telangana,20.204989,90.52724,2278,3671.44,3,8.1,No,0.974,0.105,42.5
Ahmedabad,Gujarat,32.754165,88.595182,1429,4927.64,4,6.3,No,0.489,0.099,22.6
Chennai,Tamil Nadu,33.290563,91.969434,2883,4592.2,5,0.1,No,0.289,0.582,43
Kolkata,West Bengal,15.949382,76.015878,2558,2099.76,3,7.8,No,0.093,0.68,17.1
Pune,Maharashtra,31.06418,81.681484,1379,2628.67,2,2.3,Yes,0.894,0.978,39.8
Jaipur,Rajasthan,15.015901,68.613809,1258,3543.12,3,7.7,Yes,0.156,0.504,28.6
Surat,Gujarat,24.040006,80.991824,2349,1559.55,3,2.8,Yes,0.292,0.974,43.2
Lucknow,Uttar Pradesh,17.275118,94.432278,2626,3044.9,5,2.3,No,0.805,0.956,35
Kanpur,Uttar Pradesh,27.993024,95.442019,1665,3177.58,2,4,Yes,0.297,0.724,42.1
Nagpur,Maharashtra,21.675297,83.881365,2839,1903.58,3,1.1,Yes,0.628,0.898,16.8
Visakhapatnam,Andhra Pradesh,22.480229,77.82967,1998,2504.37,5,1.1,No,0.007,0.362,28.5
Bhopal,Madhya Pradesh,8.80875,87.892079,2442,515.96,1,0.8,No,0.839,0.645,37
Patna,Bihar,26.982376,71.332987,1900,4922.1,1,0.8,No,0.754,0.752,26.7
Vadodara,Gujarat,25.553114,72.25147,157,4171.04,5,2.1,No,0.804,0.175,43.9
Ghaziabad,Uttar Pradesh,10.697611,70.454501,153,1677.4,2,3.3,Yes,0.035,0.11,27.3
Ludhiana,Punjab,13.447423,82.437681,1394,2112.79,5,7.7,Yes,0.296,0.657,25.1
Agra,Uttar Pradesh,13.359303,82.040464,1849,2889.9,1,0.2,No,0.296,0.308,31.3
Nashik,Maharashtra,23.955763,76.595856,21,2308.43,3,3.7,No,0.871,0.123,15.4
Faridabad,Haryana,21.639222,68.445807,2413,4842.82,1,7.6,Yes,0.138,0.176,42.7
Meerut,Uttar Pradesh,21.052568,75.203037,846,716,4,5.8,Yes,0.605,0.779,17.9
Rajkot,Gujarat,29.336922,77.024583,680,3629.02,3,9.3,No,0.474,0.429,38.1
Kalyan,Maharashtra,28.699935,91.582212,2471,1867.56,4,3.5,No,0.434,0.128,31
Vasai-Virar,Maharashtra,9.1545,76.588657,270,2989.78,5,2.4,Yes,0.542,0.132,27.2
Varanasi,Uttar Pradesh,25.906971,88.849941,1587,2442.85,2,8.3,Yes,0.587,0.622,32
Srinagar,Jammu & Kashmir,31.828362,95.726728,89,849.25,3,6.6,No,0.123,0.423,33.7
Aurangabad,Maharashtra,23.827683,92.500189,1301,4989.02,3,7,Yes,0.866,0.264,33
Dhanbad,Jharkhand,18.721769,68.159263,934,984.75,4,0.9,Yes,0.878,0.297,16.8
Mumbai,Maharashtra,31.110534,76.755739,2794,3153.74,2,0.9,No,0.193,0.215,28.6
Delhi,Delhi,14.523916,74.27946,360,4206.32,1,9.6,Yes,0.23,0.639,15.2
Bangalore,Karnataka,27.652884,78.386988,368,1220.45,1,9.9,Yes,0.289,0.778,19.9
Hyderabad,Telangana,23.217565,71.67443,2703,4247.47,1,9.8,Yes,0.728,0.346,43.4
Ahmedabad,Gujarat,14.915235,88.119159,1527,4970.94,5,7.1,Yes,0.523,0.297,21.8
Chennai,Tamil Nadu,14.276869,72.263924,1222,4047.39,3,4.3,No,0.493,0.024,17.6
Kolkata,West Bengal,34.998842,85.924945,936,1428.79,3,8.6,No,0.027,0.849,39.6
Pune,Maharashtra,30.168988,72.187969,262,3758,3,3.7,Yes,0.101,0.424,38.9
Jaipur,Rajasthan,9.255847,78.449807,1128,609.08,3,0.1,Yes,0.64,0.177,16.2
Surat,Gujarat,10.927811,87.416103,733,613.37,3,5.7,No,0.462,0.172,39.1
Lucknow,Uttar Pradesh,8.633232,70.173313,1565,3789.07,5,1.3,Yes,0.984,0.783,34.6
Kanpur,Uttar Pradesh,11.838201,94.086985,1704,1041.7,1,2.1,No,0.822,0.968,28.8
Nagpur,Maharashtra,21.336093,73.693204,1720,4152.11,2,9,No,0.01,0.297,27.1
Visakhapatnam,Andhra Pradesh,18.262001,70.196483,2296,4352.94,2,8.2,Yes,0.242,0.116,39
Bhopal,Madhya Pradesh,11.312052,76.791637,146,3984.49,1,2.3,Yes,0.405,0.639,37
Patna,Bihar,30.387484,72.523837,2167,4114.49,2,1.3,Yes,0.018,0.141,43.3
Vadodara,Gujarat,9.825002,84.707517,1007,2682.49,3,6,No,0.421,0.564,26
Ghaziabad,Uttar Pradesh,8.516997,70.669264,2710,4959.03,1,3.4,Yes,0.061,0.853,39.4
Ludhiana,Punjab,26.870002,78.878287,106,2821.04,2,2.1,Yes,0.067,0.388,29.2
Agra,Uttar Pradesh,27.252579,70.208459,344,1817.1,3,1.5,Yes,0.68,0.378,37
Nashik,Maharashtra,30.909867,77.112301,23,1069.95,5,1.1,Yes,0.551,0.204,38.8
Faridabad,Haryana,24.351007,71.691583,1426,743.94,1,1,No,0.062,0.795,26.8
Meerut,Uttar Pradesh,13.021648,89.204257,188,1992.76,1,4.3,Yes,0.479,0.641,25.7
Rajkot,Gujarat,19.184181,71.567093,2220,1568.52,5,0.1,No,0.799,0.938,19
Kalyan,Maharashtra,24.02789,94.170094,1996,765.3,2,1.1,Yes,0.102,0.709,19.9
Vasai-Virar,Maharashtra,11.274846,81.25944,1457,4068.89,5,5.9,Yes,0.61,0.311,12.8
Varanasi,Uttar Pradesh,36.51065,71.459035,1109,2190.8,5,3.9,No,0.283,0.934,36.9
Srinagar,Jammu & Kashmir,27.88113,88.163874,1777,3135.18,5,8.9,No,0.966,0.406,15.2
Aurangabad,Maharashtra,31.364415,73.716999,1394,3641.47,1,5.5,No,0.15,0.369,43.4
